Protocol,Sample_Interval_Hours,Window_Points,Window_Span_Hours,Station,Extreme_Class,Eval_Payload_Key,Model,Samples,nMAE_%,nRMSE_%,WD_%,R_p<0.05_%
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class4,p_test_extre_class4,Extreme-FedAvg,13.0,18.3425,21.9849,17.0312,0.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class4,p_test_extre_class4,Proposed-A,13.0,18.3553,21.9558,16.9745,0.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class1,p_test_extre_class1,LMT,8.0,28.0335,32.3742,19.8633,0.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class1,p_test_extre_class1,Extreme-FedAvg,8.0,25.6786,30.118,20.0209,0.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class1,p_test_extre_class1,Proposed-A,8.0,25.7175,30.0929,20.0738,0.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class2,p_test_extre_class2,LMT,8.0,26.3034,29.7629,26.0345,37.5
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class2,p_test_extre_class2,Extreme-FedAvg,8.0,26.6246,30.1341,26.3973,37.5
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class2,p_test_extre_class2,Proposed-A,8.0,26.608,30.0931,26.3779,37.5
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class3,p_test_extre_class3,LMT,4.0,37.2357,40.2753,28.1398,50.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class3,p_test_extre_class3,Extreme-FedAvg,4.0,36.762,39.8335,27.8174,75.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class3,p_test_extre_class3,Proposed-A,4.0,37.0631,40.0526,28.2419,50.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class4,p_test_extre_class4,LMT,10.0,26.4982,31.1134,25.7627,30.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class4,p_test_extre_class4,Extreme-FedAvg,10.0,26.6245,31.1622,25.5961,30.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,63,Extreme_Weather_Class4,p_test_extre_class4,Proposed-A,10.0,26.18,30.6454,24.9991,30.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class1,Overall_Average,Extreme-FedAvg,8.0,30.8281,33.9285,27.7396,36.9378
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class1,Overall_Average,LMT,8.0,32.1173,35.5932,27.4159,25.9259
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class1,Overall_Average,Proposed-A,8.0,30.8216,33.8973,27.7896,36.9378
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class2,Overall_Average,Extreme-FedAvg,6.6667,27.0602,30.0875,26.9288,47.2619
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class2,Overall_Average,LMT,6.6667,27.1027,30.1082,26.9357,50.5952
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class2,Overall_Average,Proposed-A,6.6667,27.0649,29.9982,26.8963,57.7381
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class3,Overall_Average,Extreme-FedAvg,4.3333,33.5596,36.9368,26.8755,31.6667
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class3,Overall_Average,LMT,4.3333,34.0964,37.6498,27.1622,20.8333
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class3,Overall_Average,Proposed-A,4.3333,33.4998,36.902,26.7174,27.5
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class4,Overall_Average,Extreme-FedAvg,12.0,21.9526,26.046,20.9736,23.7179
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class4,Overall_Average,LMT,12.0,22.0827,26.1962,21.3897,21.1538
six_station_2h_6point_phase_augmented_protocol,2,6,12,Overall_Average,Extreme_Weather_Class4,Overall_Average,Proposed-A,12.0,21.8574,25.9319,20.8132,23.7179
